"company","price"
"SFM",161.770004272461
"INSM",65.0800018310547
"CRDO",50.7999992370605
"PCVX",31.1599998474121
"RKLB",20.5100002288818
"FTAI",107.129997253418
"CRS",212.330001831055
"AIT",220.509994506836
"FN",202.619995117188
"SSB",88.7399978637695
"FLR",35.8600006103516
"GTLS",159.179992675781
"MLI",74.9899978637695
"HQY",90.4000015258789
"IONQ",31.2700004577637
"GKOS",89.9599990844727
"EXLS",45.5299987792969
"ENSG",136.679992675781
"SPSC",143.869995117188
"BPMC",97.1699981689453
"MOD",94.7200012207031
"UFPI",97.370002746582
"ONB",21.3999996185303
"CVLT",170.600006103516
"SPXC",148.899993896484
"HALO",65.870002746582
"RVMD",40.4199981689453
"EAT",136.979995727539
"TMHC",58.6699981689453
"RMBS",51.0200004577637
"LNTH",81.7399978637695
"AUR",7.28000020980835
"COOP",114.5
"CWST",118.5
"BMI",230.880004882812
"CSWI",311.269989013672
"RHP",97.1100006103516
"ANF",73.1600036621094
"TRNO",57.1399993896484
"HLNE",162.679992675781
"JXN",84.4100036621094
"MDGL",294.640014648438
"FSS",89.5599975585938
"NXT",46.5400009155273
"GPI",430.029998779297
"JBTM",112.400001525879
"ESNT",58.5299987792969
"KNF",94.9599990844727
"MMSI",95.8300018310547
"HRI",121.519996643066
"STRL",177.740005493164
"MTH",68.2099990844727
"HIMS",51.9599990844727
"LUMN",4.3899998664856
"GBCI",42.1399993896484
"CHX",25.1000003814697
"CMC",46.0900001525879
"GH",41.7200012207031
"WTS",236.5
"SIGI",89.7300033569336
"GATX",145.899993896484
"MARA",15.7600002288818
"ZWS",35.2000007629395
"QTWO",89.620002746582
"ACIW",46.560001373291
"HOMB",28.5900001525879
"EPRT",32.1599998474121
"BE",17.6200008392334
"SMTC",35.0699996948242
"CYTK",31.7000007629395
"UPST",47.1699981689453
"DY",188.429992675781
"PIPR",251.479995727539
"UMBF",103.019996643066
"NOVT",122.839996337891
"QLYS",132.309997558594
"TENB",31.5200004577637
"KRG",22.4300003051758
"BBIO",34.1699981689453
"BCPC",164.550003051758
"UBSI",35.4900016784668
"PRMB",31.9400005340576
"OPCH",31.8400001525879
"ABG",225.029998779297
"KTOS",33.6100006103516
"BIPC",38.8400001525879
"ALKS",30.1299991607666
"AVAV",165.470001220703
"HWC",54.6800003051758
"CWAN",23.5900001525879
"LRN",156.509994506836
"SOUN",8.97999954223633
"WK",67.5699996948242
"CORT",70.2300033569336
"CADE",30.7199993133545
"BCC",88.620002746582
"CNR",67.2300033569336
"BOOT",117.639999389648
"CTRE",29.1499996185303
"KTB",68.5400009155273
"RDN",33.5299987792969
"AROC",24.7000007629395
"BDC",106.580001831055
"IBP",160.960006713867
"ITRI",108.580001831055
"VRNS",45.2999992370605
"ACA",87
"CBT",73.9700012207031
"MAC",14.9799995422363
"SKY",89.6800003051758
"SM",23.1599998474121
"ITGR",118.440002441406
"SITM",190.009994506836
"NSIT",132.889999389648
"FFIN",34.6699981689453
"PRIM",68.3000030517578
"SLG",56.6599998474121
"AEIS",112.699996948242
"EXPO",76.6699981689453
"MMS",75.3199996948242
"NJR",47.2799987792969
"SHAK",104.849998474121
"NE",23.7999992370605
"SKYW",99.5400009155273
"MATX",96.2099990844727
"SLAB",117.050003051758
"CALM",91.2300033569336
"SANM",79.9499969482422
"MGY",21.9899997711182
"SFBS",74.5599975585938
"PECO",35.6100006103516
"VLY",8.8100004196167
"FTDR",53.1199989318848
"KBH",53.9599990844727
"IDCC",211.960006713867
"FELE",86.9199981689453
"KAI",303.200012207031
"FCFS",132.75
"BOX",31.4200000762939
"AHR",34.9300003051758
"VRRM",24.1900005340576
"SWX",75.6800003051758
"MUR",21.8600006103516
"RDNT",55.7400016784668
"STEP",54.7799987792969
"MC",54.9599990844727
"IRT",19.1100006103516
"GEO",25.2099990844727
"POR",42.439998626709
"ESGR",334.029998779297
"ABCB",60.3600006103516
"CNX",31.3299999237061
"TXNM",52.8899993896484
"FUN",35.9099998474121
"CNO",37.7900009155273
"WHD",42.060001373291
"RXO",14.4700002670288
"PLXS",126.089996337891
"GVA",82.5199966430664
"BCO",92.5599975585938
"ASB",23.2000007629395
"TGTX",33.6399993896484
"SBRA",18.1900005340576
"CBZ",72.4300003051758
"BKH",58.5200004577637
"SR",74.6600036621094
"ENS",93.1100006103516
"ASGN",55.689998626709
"GLNG",37.8699989318848
"NOG",26.5499992370605
"OGS",77.0400009155273
"CVCO",524.140014648438
"AVNT",36.7999992370605
"PJT",144.259994506836
"KRYS",132.179992675781
"ALE",65.4499969482422
"ASO",39.2200012207031
"AXSM",107.76000213623
"AX",68.7900009155273
"INTA",53.9000015258789
"PBH",87.3000030517578
"ATGE",136.25
"AI",23.3700008392334
"ORA",74.8300018310547
"MIR",16.3799991607666
"JOBY",6.78000020980835
"NPO",174.410003662109
"FRSH",14.5600004196167
"URBN",51.8199996948242
"ADMA",19.9799995422363
"RIOT",8.47999954223633
"KFY",66.0500030517578
"MWA",24.5
"RUSHA",48.2099990844727
"CRC",40.5800018310547
"MHO",109.25
"HAE",68.1900024414062
"ATMU",36.2700004577637
"LBRT",12.0900001525879
"UCB",28.5300006866455
"ICUI",138.300003051758
"PTEN",5.98999977111816
"ROAD",95.75
"IBOC",63.1699981689453
"TDS",34.5800018310547
"POWI",54.1100006103516
"RELY",23.8500003814697
"TCBI",72.8499984741211
"PTCT",44.2299995422363
"SKT",30.1900005340576
"SRRK",30.6700000762939
"BHVN",20.2399997711182
"ESE",175.649993896484
"REZI",19.7999992370605
"BL",53.2299995422363
"APLE",11.7399997711182
"TPH",31.4699993133545
"IRTC",137.699996948242
"CARG",31.0799999237061
"HP",18.2800006866455
"CRNX",30.6800003051758
"PCH",38.2000007629395
"SATS",24.1900005340576
"SMPL",35.8199996948242
"EBC",15.210000038147
"FUL",54.5299987792969
"ABM",50.7200012207031
"LANC",166.600006103516
"VCYT",29.7099990844727
"CDP",26.7800006866455
"UNF",184.050003051758
"GMS",75.1900024414062
"NWE",56.1599998474121
"ZETA",13.3500003814697
"SYNA",59.8300018310547
"DORM",124.690002441406
"RNA",27.8700008392334
"FORM",29.7999992370605
"CCOI",48.9300003051758
"OSCR",17.1100006103516
"TEX",41.1800003051758
"ACVA",16.6700000762939
"UEC",5.69999980926514
"CNK",31.2399997711182
"FULT",17.4400005340576
"OTTR",76.9599990844727
"TRN",25.0200004577637
"CBU",56.5
"HL",5.15000009536743
"RYTM",57.3800010681152
"PI",100
"SXT",95.6399993896484
"MGEE",91.0800018310547
"BXMT",18.9599990844727
"WDFC",231.820007324219
"PATK",82.7799987792969
"ATKR",67.9599990844727
"AMBA",53.8499984741211
"VERX",38.3300018310547
"TWST",30.8199996948242
"PBF",20.1299991607666
"PRCT",53.1199989318848
"SNEX",88.629997253418
"BLKB",63.3800010681152
"HASI",26.9699993133545
"AEO",11.1400003433228
"WD",70.9599990844727
"TGNA",17.0900001525879
"BNL",16.3299999237061
"HBI",5.07999992370605
"NMIH",37.8800010681152
"OSIS",223.529998779297
"CRVL",112.51000213623
"BGC",9.17000007629395
"AUB",29.2900009155273
"SHOO",22.9799995422363
"BRZE",33.6800003051758
"TNET",81.9300003051758
"VSCO",19.2600002288818
"SG",15.2299995422363
"HGV",38.9700012207031
"PTON",6.15999984741211
"VAL",38.2099990844727
"MGRC",110.180000305176
"PFSI",97.6100006103516
"NHI",76.7699966430664
"ALIT",5.57000017166138
"NUVL",69.8499984741211
"GHC",970.549987792969
"GFF",68.4800033569336
"ALRM",56.0400009155273
"CORZ",9.31999969482422
"WSFS",53.3499984741211
"FBP",20.0799999237061
"HCC",45.3300018310547
"DNLI",14.3699998855591
"HEES",91.9700012207031
"NVCR",17.3799991607666
"NSP",65.9199981689453
"IOSP",90.5100021362305
"BUR",13.789999961853
"SLVM",52.6399993896484
"ENVA",94.6500015258789
"AVA",40
"ACLX",57.5499992370605
"FOLD",5.98000001907349
"CVBF",19.1800003051758
"VCEL",41.7299995422363
"OUT",15
"VCTR",59.1399993896484
"RIG",2.60999989509583
"DIOD",44.75
"DRS",41.7700004577637
"HUBG",33.2299995422363
"CATY",42.939998626709
"SFNC",19.3799991607666
"BWIN",38.8199996948242
"PAYO",6.63000011444092
"AKR",19.6000003814697
"FCPT",27.75
"POWL",174.770004272461
"OII",19.0599994659424
"TDW",41.4500007629395
"BKU",33.8499984741211
"APAM",40.8199996948242
"CRGY",8.5600004196167
"PLMR",159.929992675781
"LIVN",44.060001373291
"GT",10.8599996566772
"ASTS",25.7600002288818
"USD",43.8800010681152
"WNS",54.7299995422363
"LCII",85.5
"AWR",80.2399978637695
"GNW",7.05000019073486
"SDRL",23.9300003051758
"INDB",61.8499984741211
"CPK",126.830001831055
"UE",18.3700008392334
"TTMI",26.8600006103516
"CON",21.3999996185303
"SIG",64.370002746582
