"company","price"
"SFM",160.58
"INSM",69.64
"CRDO",39.1
"PCVX",29.62
"RKLB",20.33
"FTAI",95.85
"CRS",172.84
"AIT",226.83
"FN",188.32
"SSB",84.27
"FLR",33.78
"GTLS",125.4173
"MLI",73.39
"HQY",83.16
"IONQ",24.79
"GKOS",93.21
"EXLS",45.785
"ENSG",128.345
"SPSC",130.17
"BPMC",80.51
"MOD",76.68
"BECN",123.07
"UFPI",105.8
"ONB",19.53
"CVLT",153.185
"SPXC",130.365
"HALO",60.875
"RVMD",36.02
"EAT",150.9975
"TMHC",55.3283
"RMBS",47.355
"LNTH",101.93
"AUR",6.045
"COOP",115.54
"CWST",117.385
"BMI",185.025
"CSWI",298.75
"SUM",52.49
"RHP",84.205
"ANF",70.41
"ALTM",5.84
"TRNO",55.68
"HLNE",140.24
"JXN",73.03
"MDGL",316.72
"FSS",75.195
"NXT",40.29
"ALTR",111.85
"GPI",394.335
"JBTM",96.35
"ESNT",55.99
"KNF",94.34
"MMSI",91.46
"HRI",116.16
"STRL",141.83
"MTH",63.6
"HIMS",28.5983
"LUMN",3.365
"GBCI",39.43
"CHX",24.33
"CMC",41.64
"GH",45.29
"WTS",198.58
"SIGI",88.61
"GATX",147.39
"MARA",12.22
"ZWS",29.34
"QTWO",76.645
"ACIW",51.98
"HOMB",26.14
"EPRT",31.4
"BE",18.135
"SMTC",27.77
"CYTK",38.41
"UPST",39.93
"DY",152.61
"PIPR",224.28
"UMBF",90.46
"NOVT",113.15
"QLYS",124.29
"TENB",32.67
"KRG",20.66
"BBIO",33.965
"BCPC",163.105
"UBSI",32.59
"PRMB",33.56
"OPCH",32.33
"ABG",220.09
"KTOS",32.85
"BIPC",35.665
"ALKS",27.56
"AVAV",140.52
"HWC",48.24
"CWAN",23.32
"LRN",137.75
"SOUN",8.139
"WK",69.03
"CORT",69.34
"CADE",27.975
"BCC",93.12
"CNR",72.885
"BOOT",93.01
"CTRE",28.2
"KTB",55.38
"RDN",32.49
"AROC",23.55
"BDC",94.37
"IBP",163.65
"ITRI",102.2
"VRNS",41.51
"ACA",77.65
"CBT",78.355
"MAC",14.225
"SKY",81.36
"SM",21.6507
"ITGR",116.2
"SITM",135.99
"NSIT",132.21
"FFIN",32.46
"PRIM",57.745
"SLG",51.75
"AEIS",88.55
"EXPO",79.74
"MMS",67.66
"NJR",48.95
"SHAK",81.57
"NE",19.52
"SKYW",85.665
"MATX",100.21
"SLAB",91.735
"CALM",95.68
"SANM",75.85
"MGY",20.335
"SFBS",69.5
"PECO",35.27
"VLY",8.185
"FTDR",39.52
"KBH",50.68
"IDCC",202.07
"FELE",89.03
"KAI",317.07
"FCFS",120.69
"BOX",29.85
"AHR",30.13
"VRRM",21.41
"SWX",73.01
"MUR",20.12
"RDNT",52.53
"STEP",47.615
"MC",52.175
"IRT",18.7468
"GEO",29.8
"POR",43.345
"ESGR",333.4401
"ABCB",52.51
"CNX",30.715
"NARI",79.97
"TXNM",52.7
"FUN",31.82
"CNO",38.36
"WHD",36.5454
"RXO",13.4702
"PLXS",121.5
"GVA",77.69
"BCO",87.18
"ASB",19.92
"TGTX",38.22
"SBRA",17.81
"CBZ",79.56
"BKH",60.325
"SR",76.7
"ENS",83.38
"ASGN",58.62
"GLNG",37
"NOG",22.49
"OGS",76.29
"CVCO",475.2
"AVNT",31.82
"PJT",131.14
"KRYS",165.88
"ALE",64.9751
"ASO",36.57
"AXSM",102.5
"AX",59.37
"INTA",53.27
"PBH",80.93
"ATGE",105.85
"AI",19.835
"ORA",71.12
"MIR",13.82
"JOBY",5.815
"NPO",147.38
"FRSH",12.785
"URBN",47.97
"ADMA",21.75
"RIOT",6.535
"KFY",62.445
"MWA",24.97
"RUSHA",52.485
"CRC",34.23
"MHO",105.4
"HAE",58.19
"ATMU",33.505
"LBRT",11.27
"UCB",24.605
"ICUI",138.32
"PTEN",5.775
"ROAD",79.98
"IBOC",58.68
"TDS",36.93
"POWI",45.46
"RELY",20.145
"TCBI",64.55
"PTCT",47.08
"SKT",31.845
"SRRK",30.4375
"BHVN",18.38
"ESE",151.96
"REZI",15.34
"BL",45.5
"APLE",11.4966
"TPH",29.1201
"IRTC",100.56
"CARG",26.995
"HP",19.715
"CRNX",29.35
"PCH",39.11
"SATS",23.095
"SMPL",37.55
"EBC",14.76
"FUL",53.22
"ABM",47.06
"LANC",183.985
"VCYT",31.15
"CDP",26.02
"UNF",175.29
"GMS",71.29
"NWE",57.83
"ZETA",11.78
"SYNA",49.05
"DORM",110.74
"RNA",26.15
"FORM",26.95
"CCOI",53.1
"OSCR",12.355
"TEX",34.73
"ACVA",14.07
"UEC",4.6099
"CNK",27.965
"FULT",16.24
"OTTR",79.64
"TRN",24.98
"CBU",53.21
"HL",5.855
"RYTM",61.505
"PI",67.915
"SXT",74.04
"MGEE",91.06
"BXMT",18.215
"WDFC",222.115
"PATK",78.93
"ATKR",56.95
"AMBA",45.14
"VERX",39.2241
"TWST",38.695
"PBF",14.39
"PRCT",52.17
"SNEX",79.36
"BLKB",61.375
"HASI",23.74
"AEO",10.265
"WD",74.91
"TGNA",16.09
"BNL",15.76
"HBI",4.415
"NMIH",34.35
"OSIS",192.65
"CRVL",118.28
"BGC",8.48
"AUB",24.86
"SHOO",20.055
"BRZE",28.76
"TNET",78.223
"VSCO",15.66
"SG",20.115
"HGV",33.08
"PTON",5.6884
"VAL",30.39
"MGRC",106.115
"PFSI",96.65
"NHI",74.78
"ALIT",4.985
"NUVL",68.7
"GHC",923.21
"GFF",69.92
"ALRM",51.31
"CORZ",6.81
"WSFS",47.3145
"FBP",18.1
"HCC",46.86
"DNLI",13.16
"HEES",90.9
"NVCR",16.165
"NSP",82.965
"IOSP",86.94
"BUR",13.51
"SLVM",59.63
"ENVA",92.15
"CLSKW",0.19
"AVA",41.77
"ACLX",60.695
"FOLD",6.8493
"CVBF",17.3
"VCEL",41.99
"OUT",14.355
"VCTR",57.1538
"RIG",2.18
"DIOD",35.54
"DRS",36.325
"HUBG",32.65
"CATY",38.57
"SFNC",18.36
"BWIN",43.4
"PAYO",6.38
"AKR",18.9
"FCPT",27.58
"POWL",172.635
"OII",16.78
"TDW",32.5
"BKU",30.725
"APAM",35.625
"CRGY",7.8571
"PLMR",152.8779
"LIVN",34.7
"GT",9.585
"ASTS",22.315
"USD",38.12
"WNS",67.2
"LCII",75.36
"AWR",80.16
"GNW",6.67
"SDRL",18.76
"INDB",55.64
"CPK",135.2
"UE",17.54
"TTMI",18.785
"CON",20.77
"SIG",55.51
"IPAR",102.88
"FIBK",25.585
"ARWR",12.53
"AZZ",81.4158
"NEOG",4.955
"COMP",7.8
"DOCN",28.295
"BOH",63.455
"CNS",74.6777
"KNTK",43.31
"TBBK",46.39
"YELP",33.78
"CWT",50.925
"CAKE",46.935
"AIN",64.865
"IESC",185
"TOWN",31.48
"FFBC",22.57
"CPRX",22.89
"GPOR",165.5
"HI",20.69
"LAUR",19.38
"ENR",26.57
"MYRG",112.635
"SWTX",37.37
"LXP",7.665
"STNE",11.88
"KLIC",30.46
"CDE",6.04
"JBLU",3.54
"HNI",41.79
"AIR",53.11
"SMR",15.22
"BTU",12.185
"BANF",105.86
"PRK",144.8
"PDCO",31.325
"RPD",23.11
"ZD",31.335
"PAR",56.275
"EPAC",39.795
"MTX",56.77
"SHO",8.155
"ARCB",60.29
"FRME",35.21
"NATL",25.19
"AVPT",14.715
"CXW",21.68
"ICFI",80.14
"RRR",40.825
"CALX",34.56
"VIAV",10.06
