"company","price"
"SFM",154.07
"INSM",64.4
"CRDO",38.37
"PCVX",28.4
"RKLB",19.5
"FTAI",97.4
"CRS",168.1
"AIT",220.17
"FN",186.72
"SSB",80.075
"FLR",32.79
"GTLS",120.4138
"MLI",72.23
"HQY",79.9
"IONQ",25.22
"GKOS",88.98
"EXLS",43.11
"ENSG",126.64
"SPSC",129.32
"BPMC",80.3
"MOD",76.875
"BECN",122.57
"UFPI",104.71
"ONB",18.095
"CVLT",151.105
"SPXC",129.505
"HALO",58.03
"RVMD",33.435
"EAT",143.17
"TMHC",54.92
"RMBS",45.8532
"LNTH",97.33
"AUR",6.31
"COOP",109.06
"CWST",113.27
"BMI",182.32
"CSWI",280.7
"SUM",52.49
"RHP",83.6
"ANF",72.84
"ALTM",5.84
"TRNO",53.26
"HLNE",137.47
"JXN",71.23
"MDGL",304.97
"FSS",74.075
"NXT",37.26
"ALTR",111.85
"GPI",393.56
"JBTM",95.65
"ESNT",54.22
"KNF",88.49
"MMSI",91.305
"HRI",118.795
"STRL",130.78
"MTH",62.375
"HIMS",26.9
"LUMN",3.465
"GBCI",38.17
"CHX",23.16
"CMC",41.29
"GH",41.16
"WTS",188.725
"SIGI",86.28
"GATX",147.25
"MARA",11.58
"ZWS",29
"QTWO",72.61
"ACIW",50.485
"HOMB",24.94
"EPRT",29.785
"BE",16.69
"SMTC",27.64
"CYTK",37.48
"UPST",38.8214
"DY",151.06
"PIPR",221.83
"UMBF",87.06
"NOVT",111.64
"QLYS",122.38
"TENB",32.5
"KRG",20.07
"BBIO",32.06
"BCPC",154.259
"UBSI",31.23
"PRMB",33.265
"OPCH",33.87
"ABG",221.4
"KTOS",31.37
"BIPC",33.5
"ALKS",26.6
"AVAV",138.69
"HWC",46.315
"CWAN",22.905
"LRN",132.3721
"SOUN",8.215
"WK",66.26
"CORT",67.925
"CADE",26.57
"BCC",93.755
"CNR",67.33
"BOOT",96.655
"CTRE",27.64
"KTB",56.14
"RDN",31.64
"AROC",22.41
"BDC",91.45
"IBP",168.34
"ITRI",96.715
"VRNS",40.73
"ACA",75.5
"CBT",76.47
"MAC",14.01
"SKY",82.92
"SM",21.11
"ITGR",113.22
"SITM",130.9
"NSIT",134.14
"FFIN",31.16
"PRIM",56.125
"SLG",48.2175
"AEIS",85.57
"EXPO",78.4
"MMS",66.89
"NJR",47.56
"SHAK",81.58
"NE",18.47
"SKYW",85.425
"MATX",101.73
"SLAB",86.18
"CALM",93.775
"SANM",74.36
"MGY",20.08
"SFBS",68.42
"PECO",34.2
"VLY",7.85
"FTDR",39.28
"KBH",51.26
"IDCC",202.12
"FELE",87.83
"KAI",309.43
"FCFS",118.72
"BOX",29.795
"AHR",28.595
"VRRM",21.58
"SWX",69.61
"MUR",19.81
"RDNT",53.095
"STEP",45.295
"MC",50.61
"IRT",18.07
"GEO",27.67
"POR",41.59
"ESGR",332.09
