"company","price"
"SFM",158.470001220703
"INSM",65.7099990844727
"CRDO",59.0699996948242
"PCVX",30.0499992370605
"RKLB",21.8299999237061
"FTAI",117.809997558594
"CRS",224.520004272461
"AIT",232.100006103516
"FN",227.330001831055
"SSB",91.6399993896484
"FLR",38.7700004577637
"GTLS",175.100006103516
"MLI",79.0500030517578
"HQY",96.9899978637695
"IONQ",33.2200012207031
"GKOS",92.3600006103516
"EXLS",46.8600006103516
"ENSG",143.559997558594
"SPSC",152.669998168945
"BPMC",99.4049987792969
"MOD",104.669998168945
"UFPI",103.589996337891
"ONB",22.4500007629395
"CVLT",181.330001831055
"SPXC",157.059997558594
"HALO",50.2299995422363
"RVMD",39.9500007629395
"EAT",151.809997558594
"TMHC",61.2299995422363
"RMBS",56.6699981689453
"LNTH",78.9499969482422
"AUR",7.32000017166138
"COOP",128.350006103516
"CWST",112.230003356934
"BMI",247.460006713867
"CSWI",336.299987792969
"RHP",100.370002746582
"ANF",81.4100036621094
"TRNO",58.8499984741211
"HLNE",174.039993286133
"JXN",89.2300033569336
"MDGL",295.359985351562
"FSS",94.4000015258789
"NXT",54.0900001525879
"GPI",448.859985351562
"JBTM",118.779998779297
"ESNT",59.4700012207031
"KNF",102.889999389648
"MMSI",97.6100006103516
"HRI",136.770004272461
"STRL",187.479995727539
"MTH",71.0699996948242
"HIMS",64
"LUMN",4.3899998664856
"GBCI",44.0299987792969
"CHX",26.2600002288818
"CMC",47.8300018310547
"GH",41.3600006103516
"WTS",243.380004882812
"SIGI",88.9700012207031
"GATX",149.240005493164
"MARA",16.3700008392334
"ZWS",37.4599990844727
"QTWO",92.7300033569336
"ACIW",49.1599998474121
"HOMB",29.6200008392334
"EPRT",31.4300003051758
"BE",19.1599998474121
"SMTC",39.5400009155273
"CYTK",30.6100006103516
"UPST",53.6800003051758
"DY",193.990005493164
"PIPR",267.489990234375
"UMBF",107.98999786377
"NOVT",132.899993896484
"QLYS",136.75
"TENB",33.4900016784668
"KRG",22.9099998474121
"BBIO",33.2599983215332
"BCPC",164.940002441406
"UBSI",37.2400016784668
"PRMB",32.2000007629395
"OPCH",31.5599994659424
"ABG",239.820007324219
"KTOS",33.7799987792969
"BIPC",39.3600006103516
"ALKS",30.8400001525879
"AVAV",166.600006103516
"HWC",58.0299987792969
"CWAN",24.3099994659424
"LRN",153.740005493164
"SOUN",11.2600002288818
"WK",72.0199966430664
"CORT",70.5899963378906
"CADE",32.1800003051758
"BCC",93.7099990844727
"CNR",74.8399963378906
"BOOT",135.100006103516
"CTRE",28.2800006866455
"KTB",73.6600036621094
"RDN",34.0200004577637
"AROC",25.4599990844727
"BDC",113.870002746582
"IBP",171.199996948242
"ITRI",115.099998474121
"VRNS",45.8800010681152
"ACA",90.5
"CBT",76.379997253418
"MAC",16.0699996948242
"SKY",92.8199996948242
"SM",25.6299991607666
"ITGR",121
"SITM",204.429992675781
"NSIT",138.449996948242
"FFIN",35.9300003051758
"PRIM",76.5299987792969
"SLG",57.5299987792969
"AEIS",120.139999389648
"EXPO",79.1399993896484
"MMS",75.3600006103516
"NJR",46.1800003051758
"SHAK",113.940002441406
"NE",24.4500007629395
"SKYW",103.839996337891
"MATX",117.620002746582
"SLAB",133.550003051758
"CALM",93.9499969482422
"SANM",85.2699966430664
"MGY",23.3199996948242
"SFBS",78.3499984741211
"PECO",35.689998626709
"VLY",9.19999980926514
"FTDR",54.2700004577637
"KBH",56
"IDCC",222.399993896484
"FELE",89.6800003051758
