"company","price"
"SFM",149.7
"INSM",78.54
"CRDO",49.18
"PCVX",71.9
"RKLB",20.27
"FTAI",116.94
"CRS",195.5
"AIT",237.42
"FN",222.96
"SSB",94.43
"FLR",38.75
"GTLS",161.26
"MLI",79.22
"HQY",90.19
"IONQ",25.52
"GKOS",106.84
"EXLS",47.2
"ENSG",130.01
"SPSC",135
"BPMC",93.08
"MOD",93.26
"BECN",123.8
"UFPI",109.99
"ONB",21.47
"CVLT",173.99
"SPXC",139.47
"HALO",64.84
"RVMD",38.45
"EAT",157.88
"TMHC",60.83
"RMBS",58.94
"LNTH",99.77
"AUR",7.83
"COOP",107.63
"CWST",112.73
"BMI",195.76
"CSWI",306.8
"SUM",52.49
"RHP",94.725
"ANF",76.54
"ALTM",5.84
"TRNO",63.01
"HLNE",157.61
"JXN",88.64
"MDGL",343.29
"FSS",79.1
"NXT",45.21
"ALTR",111.85
"GPI",420.91
"JBTM",127.85
"ESNT",57.24
"KNF",97.08
"MMSI",104.74
"HRI",143.09
"STRL",131.29
"MTH",72.92
"HIMS",37.04
"LUMN",4.405
"GBCI",45.22
"CHX",30.33
"CMC",48.51
"GH",46.46
"WTS",211.48
"SIGI",89.63
"GATX",158.94
"MARA",14.25
"ZWS",34.235
"QTWO",84.425
"ACIW",55.26
"HOMB",28.49
"EPRT",32.4
"BE",23.1
"SMTC",40.07
"CYTK",44.55
"UPST",55
"DY",161.375
"PIPR",268.61
"UMBF",105.05
"NOVT",136.82
"QLYS",129.73
"TENB",36.78
"KRG",22.525
"BBIO",36.74
"BCPC",163.33
"UBSI",35.09
"PRMB",33.505
"OPCH",35.18
"ABG",242.26
"KTOS",32.96
"BIPC",36.435
"ALKS",33.88
"AVAV",131.2
"HWC",53.83
"CWAN",27.595
"LRN",127.11
"SOUN",10.2
"WK",86.8
"CORT",58.32
"CADE",31.17
"BCC",101.3
"CNR",76.28
"BOOT",109.56
"CTRE",28.84
"KTB",64.05
"RDN",32.715
"AROC",27.19
"BDC",106
"IBP",178.32
"ITRI",108.23
"VRNS",42.04
"ACA",82.37
"CBT",83.94
"MAC",17.43
"SKY",97.93
"SM",30.53
"ITGR",119.09
"SITM",186.27
"NSIT",155.96
"FFIN",36.5
"PRIM",64.875
"SLG",59.15
"AEIS",108.11
"EXPO",80.05
"MMS",66.485
"NJR",47.87
"SHAK",95.32
"NE",24.17
"SKYW",94.16
"MATX",132.17
"SLAB",123.03
"CALM",94.03
"SANM",78.58
"MGY",25.355
"SFBS",83.8
"PECO",35.65
"VLY",9.11
"FTDR",38
"KBH",58.6
"IDCC",225.72
"FELE",97.83
"KAI",346.98
"FCFS",118.59
"BOX",30.765
"AHR",30.325
"VRRM",21.07
"SWX",72.95
"MUR",27.75
"RDNT",50.7
"STEP",57.16
"MC",62.95
"IRT",20.975
"GEO",29.04
"POR",42.56
"ESGR",331.93
"ABCB",59.12
"CNX",31.51
"NARI",79.97
"TXNM",54
"FUN",37.475
"CNO",42.2614
"WHD",47.2
"RXO",19.125
"PLXS",132.12
"GVA",79.35
"BCO",87.67
"ASB",23.1
"TGTX",42.8
"SBRA",17.15
"CBZ",74.055
"BKH",58.825
"SR",76.815
"ENS",97.5
"ASGN",64.35
"GLNG",40.35
"NOG",30.645
"OGS",72.835
"CVCO",530.64
"AVNT",39.48
"PJT",147.1
"KRYS",192.3
"ALE",65.46
"ASO",50.03
"AXSM",120.36
"AX",65.77
"INTA",64.18
"PBH",85.025
"ATGE",101.97
"AI",23.51
"ORA",71.22
"MIR",15.56
"JOBY",6.66
"NPO",179.45
"FRSH",16.45
"URBN",53.17
"ADMA",20.22
"RIOT",8.51
"KFY",68.05
"MWA",26.6
"RUSHA",55.68
"CRC",44.02
"MHO",117.8
"HAE",63.38
"ATMU",38.43
"LBRT",15.5
"UCB",28.66
"ICUI",149.88
"PTEN",8.49
"ROAD",80.6
"IBOC",64.85
"TDS",38.345
"POWI",55.74
"RELY",21.02
"TCBI",76.85
"PTCT",56.27
"SKT",32.86
"SRRK",33.28
"BHVN",29.845
"ESE",164.76
"REZI",18.48
"BL",50.66
"APLE",13.211
"TPH",32.27
"IRTC",106.6
"CARG",31.75
"HP",25.61
"CRNX",35.07
"PCH",44.27
