"company","price"
"SFM",136.64
"INSM",77.015
"CRDO",44.725
"PCVX",73.68
"RKLB",18.045
"FTAI",101.94
"CRS",181.3
"AIT",224.845
"FN",224.145
"SSB",92.62
"FLR",37.105
"GTLS",147.96
"MLI",79.335
"HQY",101.78
"IONQ",23.0909
"GKOS",100.46
"EXLS",46.51
"ENSG",129.11
"SPSC",127.86
"BPMC",90.005
"MOD",83.24
"BECN",121.5
"UFPI",107.195
"ONB",21.175
"CVLT",159.775
"SPXC",132.72
"HALO",62.2
"RVMD",38.31
"EAT",133.455
"TMHC",58.6
"RMBS",54.34
"LNTH",103.22
"AUR",6.905
"COOP",102.6
"CWST",107.53
"BMI",197.26
"CSWI",287.165
"SUM",52.49
"RHP",94.55
"ANF",79.68
"ALTM",5.84
"TRNO",66.46
"HLNE",144.19
"JXN",82.26
"MDGL",338.92
"FSS",77.635
"NXT",44.41
"ALTR",111.45
"GPI",386.11
"JBTM",125.815
"ESNT",55.28
"KNF",91.235
"MMSI",99.37
"HRI",127.29
"STRL",117.98
"MTH",69.86
"HIMS",31.365
"LUMN",4.89
"GBCI",44.85
"CHX",29.35
"CMC",46.03
"GH",42.605
"WTS",213.725
"SIGI",89.09
"GATX",153.15
"MARA",12.1299
"ZWS",33.4
"QTWO",76.04
"ACIW",52.7
"HOMB",28.39
"EPRT",31.51
"BE",23.5
"SMTC",38.61
"CYTK",43.07
"UPST",47.2849
"DY",156.41
"PIPR",253.28
"UMBF",102.08
"NOVT",136.94
"QLYS",129.81
"TENB",36.88
"KRG",22.07
"BBIO",31.98
"BCPC",166.105
"UBSI",34.845
"PRMB",31.865
"OPCH",34.28
"ABG",229.91
"KTOS",31.405
"BIPC",35.29
"ALKS",34.3
"AVAV",124.04
"HWC",51.48
"CWAN",26.51
"LRN",119.95
"SOUN",9.5516
"WK",87.475
"CORT",57.02
"CADE",30.11
"BCC",99.3
"CNR",74.555
"BOOT",102.04
"CTRE",28.98
"KTB",62.265
"RDN",31.46
"AROC",25.67
"BDC",103.53
"IBP",171.595
"ITRI",105.825
"VRNS",41.15
"ACA",80.45
"CBT",84.47
"MAC",17.15
"SKY",91.51
"SM",30.1199
"ITGR",118.16
"SITM",174.465
"NSIT",154.62
"FFIN",35.42
"PRIM",63.82
"SLG",57.44
"AEIS",105.59
"EXPO",82.5618
"MMS",68.26
"NJR",48.97
"SHAK",85.12
"NE",24.565
"SKYW",86.67
"MATX",126.045
"SLAB",124.57
"CALM",87.765
"SANM",76.26
"MGY",23.855
"SFBS",82.46
"PECO",35.145
"VLY",8.825
"FTDR",36.79
"KBH",60.155
"IDCC",217.86
"FELE",99.48
"KAI",346.335
"FCFS",117.355
"BOX",30.6
"AHR",29.28
"VRRM",20.55
"SWX",75.205
"MUR",26.12
"RDNT",48.17
"STEP",54.18
"MC",59.13
"IRT",20.835
"GEO",26.805
"POR",44.405
"ESGR",332.095
"ABCB",57.615
"CNX",32.02
"NARI",79.97
"TXNM",54.18
"FUN",36.37
"CNO",40.775
"WHD",46.72
"RXO",18.51
"PLXS",124.265
"GVA",72.32
"BCO",86.395
"ASB",22.24
"TGTX",39.84
"SBRA",17.77
"CBZ",71.26
"BKH",60.68
"SR",76.005
"ENS",98.1
"ASGN",67.95
"GLNG",35.21
"NOG",29.765
"OGS",73.91
"CVCO",506.1561
"AVNT",40.32
"PJT",140.5
"KRYS",189.9
"ALE",65.54
"ASO",46.17
"AXSM",124.38
"AX",63.35
"INTA",58.605
"PBH",84.02
"ATGE",96.36
"AI",21.6535
"ORA",72.24
"MIR",14.65
"JOBY",6.215
"NPO",171.89
"FRSH",15.045
"URBN",48.94
"ADMA",18.68
"RIOT",7.53
"KFY",67.12
"MWA",28.13
"RUSHA",52.81
"CRC",43.46
"MHO",115.47
"HAE",64.96
"ATMU",36.91
"LBRT",14.55
"UCB",28.65
"ICUI",148.18
"PTEN",7.83
"ROAD",72.77
"IBOC",62.3352
"TDS",35.505
"POWI",56.89
"RELY",19.695
"TCBI",75.06
"PTCT",55.44
"SKT",32
"SRRK",34.13
"BHVN",28.72
"ESE",156.085
"REZI",17.37
"BL",49.25
"APLE",13.5
"TPH",31.375
"IRTC",100.72
"CARG",30.2
"HP",25.375
"CRNX",33.8
"PCH",45.53
"SATS",25.455
"SMPL",33.94
"EBC",16.285
"FUL",54.48
"ABM",47.105
"LANC",181.705
"VCYT",30.47
"CDP",27.04
"UNF",205.12
"GMS",72.66
"NWE",55.645
"ZETA",13.78
"SYNA",64.83
"DORM",124.33
"RNA",31.47
"FORM",32.6
"CCOI",70.29
"OSCR",12.785
"TEX",39.55
"ACVA",14
"UEC",5.5299
"CNK",25.34
"FULT",18.2
"OTTR",83.11
"TRN",29.12
"CBU",57.705
"HL",5.875
"RYTM",51.875
"PI",91.71
"SXT",74.675
"MGEE",92.48
"BXMT",20.92
"WDFC",240.905
"PATK",83.145
"ATKR",65.4
"AMBA",53.695
"VERX",34.72
"TWST",39.83
"PBF",21.445
"PRCT",56.64
"SNEX",113.23
"BLKB",64.05
"HASI",29.52
"AEO",12.085
"WD",86.843
"TGNA",17.915
"BNL",17.17
"HBI",5.92
"NMIH",35.4
"OSIS",190
"CRVL",105.95
"BGC",8.995
"AUB",32.55
"SHOO",25.36
"BRZE",35
"TNET",78.75
"VSCO",20.11
"SG",23.74
"HGV",36.528
"PTON",6.515
"VAL",39.39
"MGRC",114
"PFSI",99.08
"NHI",76.38
"ALIT",6.16
"NUVL",76.025
"GHC",939.88
"GFF",69.73
"ALRM",58.13
"CORZ",8.155
"WSFS",51.92
"FBP",18.415
"HCC",48.88
"DNLI",14.55
"HEES",93.7
"NVCR",18.93
"NSP",89.5
"IOSP",99.11
"BUR",13.78
"SLVM",65.895
"ENVA",92.89
"CLSKW",0.3544
"HTLF",64.67
"AVA",39.65
"ACLX",69.37
"FOLD",9.12
"CVBF",18.64
"VCEL",47.11
"OUT",16.105
"VCTR",58.85
"RIG",3.2
"DIOD",46.12
"DRS",32.78
"HUBG",37.19
"CATY",43.75
"SFNC",20.63
"BWIN",41.4
"PAYO",7.265
"AKR",21.32
"FCPT",27.925
"POWL",181.23
"OII",20.985
"TDW",41.51
"BKU",34.48
"APAM",40.275
"CRGY",11.205
"PLMR",131.495
"LIVN",40.3
"GT",8.8398
"ASTS",26.47
"USD",46.8
"WNS",63.22
"LCII",88.25
"AWR",77.09
"GNW",6.81
"SDRL",24.9405
"INDB",63.385
"CPK",126.71
"UE",18.74
"TTMI",21.82
"CON",20.84
"SIG",48.54
"IPAR",121.96
"FIBK",28.635
"ARWR",15.1
"AZZ",84.225
"NEOG",9.145
"COMP",8.71
"DOCN",35.81
"BOH",68.09
"CNS",79.235
"KNTK",53.5108
"TBBK",52.32
"YELP",34.975
"CWT",46.96
"CAKE",46.455
"AIN",74.06
"IESC",180.43
"TOWN",34.74
"FFBC",24.8
"CPRX",22.08
"GPOR",180.22
"HI",25.125
"LAUR",19.44
"ENR",30.02
"MYRG",125.33
"SWTX",49.33
"LXP",9.1338
"STNE",9.895
"KLIC",36.345
"CDE",6.605
"JBLU",5.465
"HNI",43.47
"AIR",67.6862
"SMR",16.65
"BTU",13.97
"BANF",110.1
"PRK",153.84
"PDCO",31.18
"RPD",28.86
"ZD",40.99
"PAR",59.82
"EPAC",43.105
"MTX",68.24
"SHO",9.715
"ARCB",72.25
"FRME",40.425
"NATL",27.24
"AVPT",14.545
"CXW",20.24
"ICFI",88.36
"RRR",44.745
"CALX",34.43
"VIAV",11.065
"WRBY",17.62
"TNDM",19.71
"PRVA",23.6
"VC",80.95
"ACHR",8.13
"ACLS",57.53
"FLG",11.805
"GSHD",114.63
"PRGS",55.4
"WERN",30.14
"HWKN",105.79
"CURB",23.84
"IVT",28.91
"SBCF",26.19
"SMMT",19.715
"ACAD",17.16
"PSMT",84.67
"EXTR",14.78
"FLYW",10.395
"KAR",20.42
"PPBI",22.13
"MRCY",45.32
"RAMP",26.66
"HURN",148.74
"AGX",116.47
"PTGX",53.495
"SXI",172.03
"MBC",13.8118
"B",47.48
"AMR",127.92
"ADUS",92.705
"MGNI",12.71
"ROIC",17.49
"GBX",53.735
"CCS",67.97
"STRA",79.77
"VSH",17.06
"BANR",64.565
"PLUS",63.33
"RNST",34.51
"AGYS",74.925
"EFSC",56.52
"CNMD",59.835
"RGTI",10.375
"YOU",26.72
"JJSF",131.165
"STNG",41.34
"PFS",16.855
"PHIN",43.05
"SEM",16.94
"MTRN",87.84
"BANC",14.025
"KYMR",33.71
"NBTB",43.21
"HUT",12.17
"TMDX",67.83
"EVTC",36.925
"RUN",6.445
"OSW",16.725
"BEAM",22.77
"AGIO",31.515
"WAFD",28.49
"LGND",106.485
"HLMN",9.145
"ENVX",7.865
"CRK",19.185
"OMCL",33.1
"IGT",17.125
"EWTX",26.005
"IDYA",18.46
"SYBT",69.29
"TRMK",34.31
"KWR",128.41
"UPWK",13.21
"WSBC",31.78
"TGLS",69.96
"LZB",38.02
"SUPN",32.09
"LMAT",85.31
"FBK",46.54
"MIRM",44.61
"IIPR",65.02
"CABO",240.31
"ATRC",33.73
"MXL",12.99
"ALKT",25.43
"LC",10.73
"DRH",7.95
"GOLF",66.03
"UFPT",206.68
"VSEC",114.82
"OFG",40.65
"KMT",21.41
"NMRK",12.29
"RXRX",6.2399
"LGIH",72.55
"CHEF",51.96
"GRBK",57.74
"BATRK",39.15
"ABR",12.2549
"ALG",189.54
"NEO",9.53
"ROCK",65.52
"DEI",15.83
"VYX",10.0609
"DBRG",9.525
"CASH",72.35
"AGM",193.18
"REVG",31.36
"AVDX",8.415
"PRM",9.045
"TARS",46.13
"ROG",78.54
"WWW",13.39
"PRKS",47.155
"LTH",30.16
"APLD",7.12
"GERN",1.735
"AKRO",43.31
"MQ",4.425
"FL",16.455
"NGVT",44.05
"TDOC",8.385
"TFIN",61.117
"FBNC",40.36
"JOE",46.98
"LMND",33.89
"IART",22.62
"PRG",26.1
"PGNY",21.02
"DAN",14.21
"OI",12.1
"DFIN",44.91
"LKFN",61.96
"CHCO",117.78
"SONO",11.355
"BHE",40.235
"KN",16.175
"IOVA",3.565
"CWK",10.53
"DVAX",13.735
"SPT",24.7
"PEB",10.625
"WLY",44.51
"CSGS",60.61
"PD",18.35
"NWBI",12.09
"WKC",28.365
"WULF",3.055
"STR",19.93
"PLUG",1.625
"ASAN",14.185
"NNI",114.45
"UCTT",25.185
"EPC",30.02
"NTB",38.415
"WAY",36.92
"PRDO",24.5
"TRUP",35.705
"ASTH",32.03
"UNFI",25.81
"KOS",2.255
"AESI",18.02
"NTCT",21.09
"THS",28.05
"FCF",15.9
"SKWD",49.415
"TNC",84.555
"ALGT",52.485
"GEF",56
"BCRX",7.585
"SSRM",11.045
"SGRY",24.42
"UPBD",24.305
"MNKD",5.2113
"CENTA",32.15
"MLKN",18.92
"CLDX",19.85
"TVTX",20.2038
"CUBI",50.195
"VRNT",22.035
"XHR",12.555
"BFH",48.35
"NIC",115.265
"KGS",37.41
"STC",70.98
"RLJ",8.835
"LTC",35.86
"APGE",39.35
"ADNT",13.9
"VERA",27.53
"PHR",27.12
"NWN",41.901
"HE",11.045
"TALO",8.77
"CTS",42.355
"GTY",30.75
"HELE",51.97
"VRTS",175.605
"SJW",53.535
"VITL",29.63
"CODI",19.68
"SASR",29.24
"INSW",34.61
"HLIO",35.0625
"NBHC",39.705
"HOPE",10.44
"NVAX",7.845
"ANDE",43.615
"ALHC",16.869
"ADEA",13.69
"TCBK",40.675
"BKE",37.435
"ARQT",16.02
"LNN",129.53
"CGON",27.32
"WT",8.465
"DNOW",15.17
"STEL",27.32
"VECO",21.54
"GNL",7.98
"SPNT",15.25
"COCO",34.655
"PLAB",21.56
"HMN",41.78
"VSAT",9.94
"AMRX",8.635
"DHT",10.695
"XMTR",25.27
"HRMY",34.355
"SOC",25.41
"TILE",19.37
"TGI",25.435
"NRIX",13.635
"WGO",35.09
"MSGE",32.575
"UNIT",4.995
"PWP",18.98
"MTTR",5.38
"AMPH",27.31
"SDGR",22.65
"MCY",57.14
"HTH",30.93
"GSAT",20.85
"WABC",50.91
"ZUO",10.02
"FSLY",7.12
"CSTM",11.94
"APPN",29.455
"ATEN",17.37
"IMVT",18.92
"VRDN",15.19
"XNCR",12.56
"LEU",73.395
"VBTX",24.335
"QCRH",74.07
"ALEX",17.47
"SCL",58.655
"SABR",3.545
"INFN",6.64
"HLIT",10.36
"CBRL",39.615
"PRAX",37.04
"USPH",76.62
"DXPE",84.84
"PZZA",46.29
"STBA",37.865
"LADR",11.6469
"AAOI",21.3905
"XPRO",10.53
"WOR",40.98
"CWH",16.93
"ESRT",8.085
"SFL",8.465
"VICR",53.21
"ELME",17.215
"NSSC",24.91
"WTTR",9.575
"UMH",18.24
"PAGS",7.9199
"BUSE",22.18
"AMWD",59.98
"ARDX",5.28
"FUBO",3.095
"MRC",12.16
"ARI",9.95
"GDYN",16.65
"USLM",91.68
"CRAI",174.65
"COMM",5.155
"JANX",31.14
"CMPR",44.23
"BLBD",35.06
"OCUL",7.57
"HLX",8.295
"APOG",46.74
"INMD",18.27
"GIII",26.395
"SLNO",49.35
"TWO",13.855
"AIV",8.66
"JBGS",15.3
"UVV",55.91
"TROX",7.34
"MD",14.17
"SCSC",36.805
"FOXF",25.06
"OXM",60.66
"LOB",28.29
"JAMF",13.33
"VRE",16.135
"PCT",7.63
"RVLV",21.82
"DK",15.77
"ATEC",9.405
"THRM",30.58
"AAT",20.285
"ECPG",33.81
"AORT",24.17
"NHC",92.66
"PEBO",29.725
"CDNA",18.745
"KALU",70.16
"RC",5.03
"AMC",3.04
"BHLB",26.19
"SAFT",78.71
"SNDX",12.66
"SPHR",31.455
"STAA",17.89
"EVH",10.12
"CARS",11.33
"DGII",29.08
"DESP",19.255
"QNST",17.71
"RXST",25.86
"DCOM",28.05
"COUR",7.125
"TPC",25.025
"ARLO",10.52
"GABC",38.7
"OBK",35.4
"BTSG",17.565
"SBH",8.8
"CIM",13.775
"ARVN",8.46
"MODG",6.08
"NTLA",9.195
"DBD",43.49
"PMT",14.735
"MYGN",9.83
"CNNE",16.6499
"AGL",4.22
"XRX",5.78
"COHU",17.005
"BBSI",39.91
"IRON",51.85
"ATSG",22.32
"DYN",12.55
"OCFC",17.07
"OMI",9.85
"CIFR",2.92
"PRO",20.525
"GBTG",7.445
"SRCE",62.43
"PDM",7.295
"KLG",20.01
"IBTA",38.9
"DEA",10.555
"JBI",8.11
"SCS",10.995
"LFST",6.78
"EMBC",13.37
"LZ",9.395
"FA",13.35
"PENG",19.4607
"EVRI",13.59
"GOGL",7.685
"WVE",9.8284
"UUUU",4.235
"WINA",318.22
"EIG",50.39
"INOD",41.99
"HCI",138.68
"XPEL",32.05
"FBMS",34.45
"AUPH",8.2
"FDP",30.145
"ARRY",6.08
"NTST",15.425
"PCRX",23.37
"NAVI",13.395
"ANIP",63.59
"KW",8.56
"MDXG",7.885
"CENX",20.11
"AMN",25.04
"NVEE",18.215
"UTI",26.71
"MCRI",81.755
"DOLE",14.58
"AMSC",19.28
"AHCO",9.985
"EFC",13.465
"CMCO",17.87
"CXM",8.735
"MFA",11.0082
"NX",19.88
"HROW",26.17
"WMK",80.27
"CSR",63.98
"BFC",100.93
"SGHC",6.765
"IMAX",24.31
"BLFS",24.95
"KFRC",50.565
"SAH",59
"PL",4.14
"VIR",6.92
"TRS",25.14
"INVA",17.4
"PRLB",35.97
"PFC",28.04
"FBRT",13.295
"DLX",15.9
"ARR",18.795
"DX",14.4599
"COLL",29.6
"AMSF",51.77
"PARR",14.18
"WGS",92.27
"CCB",83.71
"VTLE",21.685
"DRVN",17.305
"WS",26.04
"BLMN",8.0882
"ICHR",27.19
"RDFN",11.105
"BRKL",10.895
"CDRE",32.125
"TNK",38.93
"THR",29.79
"NEXT",7.79
"NN",11.585
"TPB",58.33
"FIZZ",40.61
"ACT",33.74
"SBSI",29.13
"BV",13.02
"ADPT",7.105
"BY",26.33
"PLAY",18.705
"UVSP",28.43
"ACMR",29.81
"DCO",59.26
"HSII",42.35
"FMBH",35.24
"AOSL",26.84
"IMKTA",62.45
"BKD",6.1
"EXPI",9.68
"REAL",5.83
"CLB",15.295
"VMEO",5.345
"PUMP",6.91
"BDN",4.595
"MSEX",60.8
"BXC",80.165
"TRNS",71.54
"LQDA",14.655
"OPEN",1.14
"CNOB",23.34
"ECVT",6.715
"MMI",34.97
"SEI",22.41
"MRTN",13.73
"MATW",22.68
"UTZ",13.59
"CTBI",51.47
"BLND",3.465
"PNTG",24.32
"CECO",23.55
"TMP",63.73
"EYE",11.78
"AMTB",21.24
"AMPL",12.12
"PBI",9.2801
"LILAK",6.75
"FIHL",15.625
"NXRT",39.1
"SAFE",18.95
"SXC",9.155
"RWT",6.41
"OEC",13.605
"CNXN",61.97
"PDFS",21.43
"PGRE",4.105
"BELFB",74.215
"LPG",22.72
"BHRB",58.605
"VTOL",31.49
"PRAA",19.585
"FLNC",5.505
"REPL",11.4
"FWRD",20.46
"HCSG",10.86
"ADTN",9.065
"MBWM",43.95
"ASIX",23.3
"ZYME",12.38
"JELD",6.195
"COGT",7.28
"ERII",16.2
"SPNS",27.71
"PRSU",37.345
"NTGR",23.74
"HFWA",23.595
"ASTE",36.43
"AXGN",17.9
"ARIS",30.08
"BZH",21.76
"NBBK",18.804
"FCBC",38.68
"HG",20.53
"SWI",18.405
"UTL",56.42
"FG",41.84
"ELVN",20.905
"BORR",2.32
"GLDD",8.83
"CEVA",30.05
"NVRI",6.36
"SHLS",3.21
"EOLS",13.12
"OLO",6.255
"OSBC",16.75
"CDMO",12.49
"AVXL",9.28
"JACK",31.89
"FIGS",4.61
"JBSS",70.6501
"IBCP",30.935
"AVBP",19.905
"CFB",15.99
"HBNC",15.63
"KNSA",22.48
"NG",3.315
"ML",87.54
"BRSP",5.985
"SYRE",18.22
"DNUT",5.5649
"MBUU",30.83
"OSPN",16
"MLR",44.475
"CRMD",10.43
"ROOT",150.015
"VVX",51.55
"CVI",20.83
"GRC",37.1299
"DEC",13.12
"LQDT",29.475
"HCKT",28.5623
"DAVE",83.59
"NBN",92.33
"FIP",5.165
"ODP",15.47
"ORRF",30.75
"HSTM",31.17
"AMRC",12.13
"AAMI",25.395
"SITC",12.75
"AVDL",8.71
"SSTK",18.7
"RCKT",8.3401
"IAS",9.025
"AHH",7.73
"BMBL",4.625
"CFFN",5.7599
"RCUS",9.06
"PTVE",17.905
"MLAB",125.7
"MEG",15.8
"FLNG",22.57
"ASPN",7.115
"PAX",11.795
"INDI",2.295
"IDT",49.165
"AVNS",14.51
"MBIN",38.015
"HZO",23.09
"INN",5.675
"EGBN",21.61
"CAC",41.73
"AMAL",29.52
"CAL",15.99
"PRA",15.965
"EQBK",39.92
"BASE",13.31
"LYTS",17.21
"HOV",109.86
"BJRI",32.12
"MCW",8.05
"SPRY",11.52
"CTKB",4.22
"UDMY",8.365
"WNC",11.42
"DAKT",12.6
"GCI",3.025
"CSTL",20.26
"STKL",5.435
"MCB",54.96
"LUNR",7.155
"NABL",7.835
"DFH",24.03
"YEXT",6.295
"GOOD",15.02
"AXL",4.58
"MCBS",26.9886
"SIBN",14.773
"WSR",14.47
"GDEN",27.255
"BFST",24.68
"MLNK",19.15
"KOP",31.175
"HLF",8.455
"SNCY",13.18
"PRTA",12.97
"CNDT",3.025
"DJCO",393.11
"SMP",26
"RPAY",5.765
"SLQT",3.595
"DAWN",8.155
"RBCAA",64.86
"WEAV",11.14
"ETD",27.1
"PLYM",17.42
"SMBK",31.37
"MNRO",16.85
"ORIC",7.64
"EU",1.555
"PTLO",12.335
"MOFG",29.65
"PUBM",9.42
"GPRE",5.17
"PLRX",1.65
"ARHS",8.98
"CBL",27.335
"IMXI",13.2
"PFBC",83.39
"DMRC",14.045
"MRVI",2.6
"BBUC",26.45
"REX",36.265
"NPKI",5.94
"GCMG",13.25
"HY",45.19
"THFF",49.975
"HTBI",36.55
"VTS",23.865
"SMBC",53.2
"MTUS",13.7
"PGC",29.15
"HTBK",9.655
"ESQ",72.055
"GNK",13.85
"CASS",43.27
"FARO",28.355
"AIOT",5.885
"OFIX",16.495
"SPTN",20.415
"CPF",27.02
"PSFE",16.82
"KURA",7.25
"QBTS",10.46
"NBR",43.04
"SEMR",9.615
"CCNE",22.595
"ORC",8.405
"WASH",31.21
"CCRN",14.97
"RLAY",3.215
"KREF",11.155
"ETNB",8.58
"THRY",15.27
"PLOW",24.2507
"TTI",3.35
"CRNC",9.85
"GSBC",57.44
"CCBG",35.455
"RES",5.405
"MNMD",6.39
"FWRG",16.34
"CLMB",113.29
"FSBC",28.28
"EYPT",6.2347
"VERV",5.86
"STGW",6
"HAFC",21.84
"SEZL",218.8
"MTAL",10.965
"PX",11.73
"FMNB",13.12
"WLFC",178.45
"TRST",30.305
"IIIV",23.97
"UFCS",29.005
"LASR",9.19
"ACEL",9.905
"RGR",40.215
"RYI",23.51
"ARKO",3.825
"INVX",18.55
"CHCT",18.525
"PACS",12.0468
"CGEM",8.96
"VREX",12.78
"KLC",16.64
"BHB",30.2956
"IIIN",27.97
"EE",28.465
"BYRN",17.765
"NYMT",6.835
"SHEN",12.76
"SHBI",13.7
"SCVL",22.49
"GOGO",6.875
"DNTH",20.645
"FNA",13.045
"CAPR",11.955
"ETWO",2.25
"TIPT",23.1
"HIPO",26.04
"IRWD",1.45
"IMNM",8.6
"MPB",26.01
"AMBC",8.41
"NFBK",11.33
"HTLD",9.495
"LPRO",3.42
"CMRE",10.4034
"ENFN",11.095
"IE",6.14
"RYAM",5.36
"TRTX",8.575
"CSV",38.7
"HTZ",3.515
"BBW",35.415
"NAT",2.615
"MATV",6.35
"RDW",11.235
"AVO",10.19
"SLP",25.675
"EVLV",3.015
"HONE",10.7
"CCO",1.12
"MSBI",18.22
"AKBA",2.515
"MGPI",31.74
"HNST",5.01
"UVE",22.13
"SBGI",15.93
"DIN",25.38
"SFIX",3.495
"NUVB",1.9448
"CTO",18.92
"BGS",7.31
"SRDX",29.02
"CLFD",30.52
"ALT",5.61
"ACCO",4.46
"CLW",24.225
"ZIP",5.55
"AROW",25.815
"RUSHB",54.045
"ATRO",25.05
"PFIS",45.1
"ABUS",3.194
"MCS",16.355
"CLNE",1.765
"CTLP",7.73
"EBF",21.37
"OUST",8.1187
"NRDS",8.815
"OMER",8.765
"GCT",14.6405
"ACCD",7
"LXU",7.285
"UHT",41.51
"WLDN",41.56
"AMRK",28.11
"MXCT",3.17
"SPFI",32.955
"FPI",11.07
"LAB",1.15
"OPK",1.78
"KRUS",52.35
"TTGT",13.91
"NPK",90.1025
"SWBI",9.82
"GMRE",8.745
"LIF",40.23
"CCSI",24.25
"REAX",4.395
"PPTA",10.945
"NCMI",5.8
"ALRS",18.5078
"XERS",5.14
"NNOX",5.7099
"GHM",31.41
"NRIM",73.12
"SVC",2.515
"CLBK",15.24
"ASC",10.2292
"WRLD",121.03
"DHC",2.625
"NLOP",30.5419
"CRGX",3.8
"KRNY",6.39
"CVLG",22.91
"SANA",2.395
"HPP",2.96
"GCO",21.4
"ANGO",9.49
"KE",17.1091
"MEI",6.53
"NWPX",42.2
"KELYA",13.44
"EVER",26.115
"FOR",22.06
"CMP",11.0326
"UIS",4.14
"BSRR",28.39
"IBRX",2.7851
"AGS",12.075
"EGY",4.05
"TMCI",8.525
"MITK",9.02
"PACB",1.21
"EBTC",39.44
"KODK",6.88
"FBIZ",47.96
"PAHC",21.69
"MYE",12.7
"HAIN",3.859
"BTBT",2.305
"SCHL",19.16
"DCGO",2.83
"RICK",45.39
"DHIL",145.28
"BMRC",22.27
"CARE",16.7
